ID_Pelanggan,Lama_Berlangganan,Perangkat_Login,Tingkat_Kota,Jarak_Gudang_ke_Rumah,Metode_Pembayaran,Jenis_Kelamin,Jam_di_Aplikasi,Skor_Kepuasan,Status_Perkawinan,Komplain,Hari_Sejak_Pesanan_Terakhir,Jumlah_Cashback,Churn
50516,10.0,Komputer,1,77.27774957716345,UPI,Wanita,3,5,Menikah,1,11.170386710481358,192.25938967411568,0
50517,10.0,Smartphone,1,29.742896486766387,Debit Card,Wanita,3,1,Menikah,0,21.602398102515256,134.09611911846156,0
50518,30.0,HP,2,77.15880835809837,Credit Card,Wanita,1,1,Menikah,0,17.593837704037725,225.50679051537537,0
50519,30.0,HP,1,111.22145631821006,COD,Wanita,1,1,Menikah,0,0.5727514972789838,363.1388955685435,0
50520,5.0,Komputer,1,119.71458508485762,Credit Card,Wanita,2,1,Menikah,0,7.35974714848093,247.4080368904156,1
50521,10.0,Komputer,1,8.731873830927707,UPI,Wanita,5,1,Cerai,0,13.949807872336311,319.6706156844876,1
50522,10.0,Smartphone,3,32.09264624813791,Credit Card,Pria,4,2,Menikah,0,23.154351101743845,397.7219862700781,0
50523,30.0,Komputer,2,40.685318316045205,Credit Card,Wanita,3,4,Cerai,1,2.5507473660372595,263.3914124620194,0
50524,30.0,HP,2,50.8995015511711,COD,Wanita,1,4,Single,1,15.029063442776676,499.87793254847793,0
50525,30.0,Smartphone,2,32.85957312224825,Credit Card,Wanita,4,2,Cerai,0,7.554418285316439,219.17970409420096,0
50526,10.0,HP,2,28.40111937386094,Credit Card,Pria,5,2,Menikah,0,22.233194550486008,491.2993407490468,1
50527,10.0,Smartphone,1,114.7736918780125,UPI,Pria,3,3,Single,0,19.12924024146283,181.2118660932456,0
50528,5.0,Komputer,1,110.62998431860956,Debit Card,Pria,3,4,Cerai,0,9.242568050232132,144.37269730571592,0
50529,10.0,Smartphone,3,10.40413761535851,Credit Card,Pria,5,1,Cerai,1,4.177579097715342,400.3322500377472,0
50530,30.0,Smartphone,2,43.963497484557536,Credit Card,Wanita,3,2,Cerai,0,0.2874493099324443,380.9238626604792,1
50531,30.0,HP,1,51.59208367301676,Debit Card,Wanita,5,1,Menikah,1,15.52836126679872,424.46773889698574,1
50532,30.0,HP,1,32.48667148658349,Credit Card,Wanita,3,4,Menikah,1,10.153095190781094,237.43616869332195,0
50533,30.0,Smartphone,3,77.32038315364018,Credit Card,Pria,2,5,Cerai,0,7.868912321519228,472.3230615411935,1
50534,10.0,Komputer,3,78.64378586408772,Debit Card,Wanita,5,5,Cerai,0,24.63755729092089,147.79257134923154,0
50535,20.0,Komputer,3,102.80798625778866,Debit Card,Wanita,4,2,Single,0,11.65355338900788,112.11084053245048,0
50536,30.0,HP,1,90.19996586430004,Credit Card,Wanita,2,3,Menikah,0,18.745982091135605,220.22555404478865,0
50537,30.0,Komputer,1,67.3959326010849,UPI,Pria,4,1,Menikah,0,4.435310431280906,418.9297853601002,0
50538,5.0,HP,3,80.1624785551083,COD,Pria,3,2,Single,1,0.3363814435453444,369.1929229094592,0
50539,10.0,Komputer,2,36.50870987744708,COD,Pria,4,3,Cerai,0,10.4390654862004,274.48350568904925,1
50540,5.0,Smartphone,3,73.20146184624613,UPI,Wanita,2,1,Cerai,0,16.64162087356654,202.50144567773415,1
50541,30.0,HP,3,61.26113429624071,Debit Card,Wanita,5,4,Single,0,12.664967404586486,123.70911470719088,0
50542,20.0,HP,3,20.3346137413826,Credit Card,Wanita,1,5,Cerai,0,22.261656440609777,235.00223137898905,0
50543,5.0,Smartphone,3,32.89259180704163,COD,Wanita,4,3,Cerai,0,10.84948377967912,284.00790710189983,0
50544,20.0,HP,1,38.54474683298239,Credit Card,Pria,1,1,Single,1,7.775070328827279,374.8095352284821,0
50545,20.0,Komputer,2,111.29560021104416,UPI,Wanita,4,2,Single,0,22.901216905191088,358.3887819785724,1
50546,10.0,Komputer,3,31.494463529377285,Credit Card,Pria,4,1,Single,0,10.170056965859525,478.9379611727512,0
50547,5.0,HP,2,38.26304882426184,UPI,Wanita,5,2,Cerai,0,6.741196540990291,140.1583676211444,0
50548,20.0,Komputer,2,47.47572496028472,Debit Card,Pria,3,5,Single,0,2.4415269202520102,234.53604915165457,0
50549,10.0,HP,2,81.33041494191951,UPI,Wanita,2,5,Cerai,0,19.83274433039552,292.6312327747593,0
50550,20.0,Smartphone,3,18.59741513429616,UPI,Wanita,2,1,Menikah,1,20.62728651994608,368.2783175415957,0
50551,10.0,HP,1,114.70369943678423,COD,Pria,2,1,Menikah,0,0.8324445891292998,298.1806765765625,1
50552,30.0,Smartphone,3,104.54069031089792,Credit Card,Pria,3,2,Single,0,8.966139960038118,465.10329277869545,1
50553,10.0,Komputer,2,71.37984839602927,COD,Wanita,1,2,Cerai,1,18.746911364948996,343.4689382399254,0
50554,10.0,Smartphone,2,82.51435475387002,Credit Card,Wanita,2,3,Cerai,0,23.659546187201347,115.8661638764861,1
50555,30.0,Komputer,1,6.915954193084839,UPI,Wanita,1,3,Cerai,0,9.445457096122626,145.46238762645373,1
50556,10.0,HP,3,43.9786491650716,Credit Card,Pria,3,3,Single,0,21.80133578448734,401.3982245922234,0
50557,5.0,Komputer,2,96.50092652606584,COD,Wanita,3,1,Cerai,0,9.843010163304877,386.3150785385177,0
50558,10.0,HP,1,13.910541986124375,Credit Card,Pria,5,3,Cerai,0,4.487365681066202,161.39880073028206,0
50559,20.0,HP,2,37.46609093423282,COD,Wanita,2,1,Cerai,1,0.0861535944217423,123.56346442626642,0
50560,20.0,Smartphone,1,72.30913525844579,Credit Card,Wanita,5,5,Menikah,1,8.254525578821994,331.4871421759474,0
50561,20.0,Smartphone,1,34.48749818537831,Credit Card,Wanita,2,4,Cerai,0,9.461876268184287,354.2955328106934,0
50562,5.0,Smartphone,3,112.40746702661971,Debit Card,Wanita,3,5,Menikah,0,23.627938222183403,154.11985500513396,0
50563,5.0,Smartphone,2,20.071742542493396,UPI,Pria,3,1,Cerai,1,5.15175631051557,289.4477284163261,0
50564,10.0,Komputer,3,96.70035115939451,COD,Pria,4,1,Cerai,0,9.555767700437617,222.3326116473652,0
50565,10.0,Komputer,2,63.41409956923695,Credit Card,Wanita,4,4,Cerai,0,0.628853245577829,472.5222582547551,0
50566,10.0,Komputer,3,91.28803921929494,COD,Wanita,3,2,Menikah,0,19.08849337728466,187.67992135576185,0
50567,10.0,HP,2,40.73226275581646,COD,Wanita,3,2,Cerai,0,22.878530906374667,393.30429036131983,0
50568,10.0,Komputer,3,64.16630426588446,Credit Card,Pria,1,2,Single,0,5.945516181912297,307.25356533773504,0
50569,30.0,Komputer,1,103.53606521816528,Credit Card,Wanita,1,3,Cerai,0,10.724877766004113,104.60840481041735,0
50570,10.0,Komputer,2,58.690981399157,UPI,Pria,5,2,Menikah,0,3.052815534149849,306.7994332850471,1
50571,10.0,Smartphone,2,46.367784119681005,UPI,Pria,4,3,Menikah,0,11.42088575782227,139.7888599678006,0
50572,20.0,Komputer,1,66.65786941906464,Debit Card,Pria,4,3,Single,0,3.3335615911023853,363.6248783301247,0
50573,10.0,HP,3,87.4967165991822,Debit Card,Pria,3,2,Single,0,13.083712360478804,326.2094121526289,0
50574,20.0,Smartphone,2,56.009784732327816,Debit Card,Wanita,3,2,Single,0,18.365551010805827,104.17089093338984,0
50575,30.0,HP,2,112.9708521413614,UPI,Wanita,5,4,Menikah,1,13.833569370354205,181.8771318331925,0
50576,30.0,Komputer,3,38.91876976486933,Credit Card,Pria,4,4,Cerai,1,6.130489459684399,410.4900211488091,0
50577,5.0,Smartphone,1,59.67831470944885,UPI,Wanita,1,3,Cerai,0,8.844899636722628,210.30904572080848,1
50578,30.0,HP,3,92.04668082426576,UPI,Wanita,2,4,Single,0,15.96431844264081,299.7133604652213,0
50579,10.0,Komputer,3,84.2489254070122,UPI,Wanita,5,3,Single,0,14.74388544473313,224.7994457636735,0
50580,5.0,HP,3,104.31872102797296,UPI,Pria,2,1,Cerai,1,3.419369703033337,468.610742559016,1
50581,10.0,HP,2,119.63305577832752,Credit Card,Wanita,1,3,Single,0,21.123736839152567,314.63080711337363,0
50582,30.0,HP,1,54.0887078114353,Debit Card,Wanita,1,3,Cerai,0,11.879722806175383,378.46940594240834,0
50583,10.0,Komputer,1,17.782351175080862,COD,Wanita,2,4,Cerai,0,4.0592306131598255,133.3904418788432,0
50584,10.0,Komputer,3,8.497826292916317,Debit Card,Wanita,5,1,Cerai,0,3.070663564368231,116.13439501310086,1
50585,20.0,HP,2,88.59084420607374,Debit Card,Wanita,2,5,Cerai,0,24.138794366128256,203.6912780268524,1
50586,5.0,Smartphone,3,105.5115722005023,COD,Wanita,5,5,Menikah,0,7.03837777933865,223.6537169014616,0
50587,10.0,Smartphone,2,30.381947383608143,UPI,Wanita,5,5,Cerai,1,22.7148396979094,375.0722164719608,0
50588,5.0,Komputer,2,23.221524276839187,Credit Card,Wanita,3,1,Single,0,10.264632469223471,327.65220108497647,1
50589,5.0,Komputer,2,12.153585525454464,Credit Card,Wanita,4,2,Single,0,9.648035761329757,249.8318427739941,0
50590,5.0,Komputer,2,99.61083599747872,Debit Card,Wanita,4,1,Single,0,17.5232242412358,361.6469936712043,1
50591,5.0,Komputer,1,40.8089230876472,COD,Pria,1,4,Single,1,0.2470821943865359,165.42629893451488,0
50592,20.0,Komputer,2,51.1951426673743,Credit Card,Wanita,3,3,Menikah,0,8.452238040759763,125.39587792588236,1
50593,5.0,Smartphone,2,62.81627203510541,UPI,Pria,4,3,Cerai,0,7.566142804795223,441.8020369272802,1
50594,10.0,Komputer,3,101.53712193409834,Debit Card,Wanita,5,4,Cerai,0,21.70245235710116,325.57845130755106,0
50595,30.0,HP,3,79.84582047957076,Credit Card,Pria,5,4,Single,0,13.22808847551958,359.6381094549685,0
50596,10.0,HP,1,75.7324324336483,COD,Pria,2,3,Single,0,9.114253930606298,222.89690029982967,0
50597,20.0,Smartphone,3,25.20229149492973,COD,Wanita,2,2,Single,0,6.651982757492952,248.78198309507988,0
50598,5.0,HP,2,64.01683754663043,Debit Card,Pria,5,2,Cerai,0,14.762745220265728,132.9469788611903,0
50599,5.0,Smartphone,3,87.26881697554535,Credit Card,Pria,5,2,Menikah,0,3.7918285135841168,442.7952751207094,0
50600,10.0,Smartphone,1,116.92500154850654,Credit Card,Pria,2,4,Menikah,0,6.15511921271954,336.97578003157395,0
50601,5.0,HP,3,28.161725559535505,Debit Card,Wanita,4,3,Menikah,0,7.340304126618744,133.45106527197626,0
50602,5.0,Komputer,3,6.097485602731064,Credit Card,Pria,1,3,Menikah,0,15.197723690173524,421.8118398900002,1
50603,5.0,HP,1,13.65966486382402,COD,Pria,2,3,Single,0,9.331373975411886,277.6461478067898,0
50604,10.0,HP,1,48.22303349592761,UPI,Wanita,4,1,Cerai,0,12.644582503001237,406.04054006800527,1
50605,5.0,Smartphone,2,99.36263449078852,Credit Card,Pria,4,1,Single,0,16.260956594164668,105.0479448356592,0
50606,10.0,HP,3,5.82133940334818,Credit Card,Pria,4,5,Menikah,0,23.906790020192183,111.49587878884904,0
50607,5.0,Smartphone,2,57.52401818187163,Credit Card,Pria,3,1,Single,1,19.120934927568808,168.31318351285785,0
50608,10.0,Komputer,3,42.86152076426037,Debit Card,Wanita,3,2,Menikah,0,10.131419514302692,184.36662245627195,0
50609,10.0,Komputer,3,11.03539666146867,COD,Pria,4,2,Cerai,0,18.70688435993142,405.5822121240551,0
50610,20.0,Komputer,2,56.777172967350985,Credit Card,Wanita,5,2,Menikah,0,23.742354522980317,382.67766560663927,0
50611,10.0,HP,3,34.29610134372267,UPI,Pria,3,2,Single,0,12.48451364135312,346.43524765193126,1
50612,20.0,Smartphone,3,45.46675594990575,UPI,Pria,2,5,Cerai,0,10.262423328072243,453.9435585933355,0
50613,20.0,Komputer,3,86.1457600501937,UPI,Pria,3,2,Menikah,0,1.9504674750184137,198.8595134625465,1
50614,10.0,Smartphone,1,64.97836314976121,Credit Card,Pria,5,4,Menikah,0,22.30925926627156,461.7619615617793,0
50615,30.0,Smartphone,2,19.334454334173536,COD,Wanita,1,4,Cerai,0,6.16085701984139,463.788427706073,0
50616,30.0,Komputer,1,115.56267214871848,Credit Card,Pria,3,4,Single,0,1.5989474204784888,273.7039040747456,0
50617,10.0,Komputer,2,78.12973805661991,Debit Card,Wanita,4,1,Cerai,0,13.430087164777078,137.75448016806754,1
50618,5.0,Smartphone,2,93.07486895119114,Credit Card,Pria,4,3,Single,0,21.147491149038128,390.62396327581,0
50619,30.0,Komputer,3,14.109512250962643,COD,Wanita,4,5,Menikah,0,10.165876390576312,234.77146905883168,1
50620,20.0,Smartphone,2,10.411713637902173,Credit Card,Pria,1,4,Menikah,0,19.576686753975405,417.9718069746923,0
50621,5.0,Smartphone,1,7.236525792329335,Credit Card,Pria,5,4,Cerai,0,20.909900182099893,165.47611356152126,0
50622,5.0,Komputer,1,26.71131319394611,UPI,Wanita,2,2,Menikah,0,11.360088970496593,315.8060454297461,0
50623,10.0,HP,1,52.65696573762694,COD,Wanita,5,4,Cerai,0,14.77387664851184,303.2294921272844,0
50624,10.0,Komputer,2,112.62000534132464,COD,Wanita,1,2,Menikah,0,13.3478074634735,140.1257962278454,0
50625,20.0,HP,1,57.56186081556427,Credit Card,Wanita,4,2,Menikah,0,23.479896540862537,245.3331302690634,0
50626,10.0,Smartphone,2,38.37933711784088,Credit Card,Pria,5,3,Single,0,18.137642127294036,133.9021253786912,0
50627,10.0,Smartphone,1,69.62255415476129,Credit Card,Wanita,2,1,Cerai,0,23.133570269252825,285.89612380489893,0
50628,20.0,HP,1,17.872476485500762,Credit Card,Wanita,4,2,Cerai,0,5.500249451549297,437.16182344551714,0
50629,10.0,Smartphone,2,75.09317746557306,COD,Wanita,2,2,Menikah,1,7.755921295816762,208.08190532165267,0
50630,5.0,HP,1,70.36967474800788,Credit Card,Pria,3,3,Single,1,1.772836829501692,405.944794874975,0
50631,20.0,HP,3,96.07919884165662,UPI,Pria,2,2,Single,0,12.497698917395192,173.37096624498253,0
50632,30.0,Smartphone,2,118.46907533595775,Credit Card,Pria,4,5,Cerai,1,21.84809198464777,369.4939709962606,1
50633,10.0,HP,2,33.850449247352714,UPI,Pria,3,1,Cerai,0,8.171167428267893,466.2149599721798,1
50634,10.0,Komputer,2,63.61049184243248,COD,Wanita,4,5,Menikah,0,3.207052673733288,229.57123262630796,0
50635,5.0,Komputer,3,109.5195217266854,Credit Card,Pria,4,4,Cerai,1,1.7111563732263246,460.1646552354473,0
50636,10.0,Smartphone,2,95.29683670862676,UPI,Wanita,3,1,Menikah,1,11.187506813091364,302.16837061055776,0
50637,10.0,Smartphone,1,61.05172485659287,Credit Card,Pria,2,4,Single,1,4.100543615719082,226.722053266263,1
50638,5.0,HP,1,113.71773970569944,Credit Card,Wanita,1,2,Cerai,0,8.652600722127588,458.6032940446126,1
50639,5.0,HP,1,11.582219754433078,UPI,Wanita,1,3,Single,0,20.49949520206092,112.81490670789128,0
50640,10.0,HP,2,112.06484126694716,COD,Wanita,1,5,Single,0,9.601184568938107,111.2075405091242,1
50641,10.0,HP,1,10.808350124022752,Debit Card,Wanita,1,4,Menikah,0,15.246772956408892,339.9318416825332,0
50642,10.0,Komputer,2,67.9400455731887,Credit Card,Wanita,5,2,Single,0,12.554001395570372,418.7002869320937,0
50643,5.0,Komputer,1,107.40070902012486,Credit Card,Pria,1,5,Menikah,1,17.963332324250906,400.6185229752425,1
50644,10.0,Smartphone,3,35.21290850954982,COD,Wanita,3,5,Menikah,0,3.9041239746892193,131.7878013406422,1
50645,5.0,HP,3,59.30857737869323,COD,Wanita,1,4,Single,0,23.011025912090467,480.1004774134231,1
50646,30.0,HP,3,42.297821100751165,Credit Card,Wanita,4,2,Single,0,16.090819938750883,381.22541505500624,0
50647,10.0,Smartphone,3,114.4965504637804,COD,Wanita,1,3,Menikah,0,6.773843289502682,479.6448214910956,0
50648,20.0,HP,2,99.71924339660544,Credit Card,Pria,2,4,Menikah,0,3.0813427034514755,231.63910358964085,1
50649,20.0,HP,1,86.53517380253365,UPI,Pria,3,5,Single,1,3.743139103654758,377.575651193127,0
50650,10.0,HP,3,72.5771034607375,Debit Card,Wanita,3,5,Menikah,0,19.566573172402705,443.9754986933941,0
50651,10.0,HP,2,99.36805577227705,Credit Card,Wanita,5,1,Menikah,0,14.702751332823947,252.18568926171733,0
50652,10.0,HP,3,50.11070977520792,UPI,Wanita,4,2,Cerai,1,9.518957267954583,485.94396750742806,1
50653,10.0,Smartphone,3,56.46846333719712,Debit Card,Wanita,3,1,Cerai,1,8.322521154672,205.9971164882164,1
50654,20.0,HP,2,88.95019792429908,Debit Card,Pria,2,3,Cerai,1,21.39395011001325,226.24545040848827,0
50655,10.0,Smartphone,2,46.14179777877714,Debit Card,Pria,1,4,Cerai,1,21.869063094536525,468.1314306508155,1
50656,5.0,HP,1,12.34860833556299,UPI,Wanita,3,5,Cerai,0,14.531550960482322,487.8638986010813,0
50657,5.0,Komputer,1,13.548480021898218,Credit Card,Wanita,2,2,Menikah,1,13.113601641625907,214.07829932205988,0
50658,10.0,Komputer,3,18.266722150155942,Credit Card,Wanita,1,5,Menikah,0,20.411201051914286,154.5560158571434,0
50659,20.0,Komputer,3,105.01335218452122,Debit Card,Wanita,5,1,Cerai,0,18.73337949485938,403.6221638842391,0
50660,10.0,Komputer,1,59.306038961963495,UPI,Wanita,3,1,Single,0,10.00812958319471,471.8661065201793,1
50661,10.0,Smartphone,1,86.98147247464469,Debit Card,Pria,3,4,Cerai,0,2.0684671187714248,340.28545748074987,1
50662,30.0,Smartphone,2,50.18457359456273,COD,Pria,2,2,Single,0,19.212502684069445,353.80758176249867,0
50663,20.0,HP,1,34.75175895279797,Credit Card,Wanita,4,2,Menikah,0,4.217525723506093,405.1773336689201,1
50664,5.0,Komputer,1,44.92709926965437,Credit Card,Pria,5,4,Single,0,0.4094226619619584,161.2339275365633,0
50665,5.0,Smartphone,3,96.33096971147611,Debit Card,Pria,4,1,Menikah,0,21.08256688009977,489.38755859789575,0
50666,5.0,HP,1,76.89985437861539,COD,Pria,3,1,Single,1,14.456346133417966,245.7317538914379,1
50667,5.0,HP,3,112.82857469515874,Credit Card,Wanita,4,1,Menikah,0,22.29165088839396,351.296170376905,0
50668,5.0,Smartphone,1,83.1660495363359,UPI,Pria,1,5,Menikah,0,12.11470207994045,287.4464081999971,1
50669,5.0,Komputer,2,70.5708876517898,Credit Card,Pria,5,3,Cerai,1,23.162027517785077,287.272391905938,0
50670,5.0,HP,1,75.17254103337096,UPI,Wanita,4,1,Menikah,0,8.849293699471595,381.09774884788857,1
50671,5.0,Komputer,1,113.37271553886768,UPI,Pria,1,3,Cerai,0,18.11305005835732,497.86491954890175,0
50672,30.0,Komputer,1,95.6431069346712,Debit Card,Wanita,2,3,Cerai,0,7.524662731544588,363.6239401983806,0
50673,10.0,Komputer,3,7.764742297140349,Debit Card,Pria,4,2,Cerai,0,0.0290916081994607,417.62365262909407,0
50674,10.0,HP,2,66.42606505560518,Credit Card,Wanita,5,4,Single,1,9.493613363723918,111.04642290490804,0
50675,10.0,Komputer,1,84.15891732785495,COD,Wanita,1,5,Single,1,18.44413782773097,424.1709476259273,0
50676,30.0,HP,3,91.10032502050284,Credit Card,Pria,4,3,Menikah,0,3.750604486162848,219.9903527073189,0
50677,5.0,Komputer,2,29.51134372110272,Credit Card,Pria,2,5,Cerai,0,12.620050830184828,150.68073801386595,1
50678,10.0,HP,3,104.7253957619055,UPI,Wanita,4,2,Cerai,0,5.308037121267875,145.33363417908234,1
50679,30.0,Komputer,3,114.92196192514383,UPI,Wanita,1,1,Menikah,0,1.8656030354775728,371.94992566785066,1
50680,30.0,Smartphone,2,32.22226017216002,Debit Card,Pria,4,3,Cerai,0,15.436299548607908,499.04673441622,1
50681,30.0,Komputer,1,106.50077761448328,COD,Pria,5,4,Menikah,0,23.799190557585074,366.4780393491599,1
50682,5.0,Komputer,3,16.15255768935097,Debit Card,Pria,3,2,Cerai,0,7.767605467947927,204.9392600267103,0
50683,5.0,HP,3,11.406286153253197,Credit Card,Pria,1,5,Single,0,14.51614500899876,181.32238840117589,1
50684,20.0,HP,1,19.860737011816177,Credit Card,Wanita,1,1,Menikah,0,23.84008419376986,310.38283970721625,1
50685,30.0,Komputer,1,11.64022413870914,Credit Card,Wanita,1,5,Menikah,0,16.262083749867188,126.01571974028133,0
50686,10.0,Smartphone,2,102.17640727291425,COD,Wanita,1,4,Single,1,16.827832557748856,259.7323331708749,0
50687,10.0,Smartphone,2,11.790766612701274,Debit Card,Pria,4,3,Menikah,0,4.473212789020897,366.493961602315,0
50688,5.0,HP,2,36.24138200682038,Debit Card,Pria,5,4,Single,0,12.315241971320669,487.0649103233937,1
50689,20.0,Smartphone,1,16.931979506623485,Credit Card,Wanita,2,5,Cerai,0,9.177068677181166,270.2613791262421,0
50690,5.0,Komputer,3,38.97353417608297,Credit Card,Wanita,5,5,Single,0,11.773921309775751,180.08957616292264,1
50691,10.0,HP,3,15.414338774105856,Debit Card,Wanita,1,4,Single,0,20.02066441104693,426.9449613491137,0
50692,10.0,Komputer,2,81.82037383544662,COD,Wanita,4,4,Menikah,0,11.517474693652458,397.6798099442466,0
50693,10.0,HP,1,20.332583879396143,Credit Card,Wanita,4,4,Cerai,0,1.571266956445877,443.88155528189753,1
50694,5.0,HP,3,102.9622814714721,Credit Card,Wanita,1,1,Single,0,22.638541528771576,185.88749101715683,0
50695,5.0,HP,2,98.97697083356373,COD,Pria,4,5,Cerai,1,13.620397186299266,261.93287833993406,0
50696,20.0,HP,3,6.571093829120083,UPI,Wanita,1,2,Single,1,23.1123589632573,492.621775089215,0
50697,5.0,Smartphone,3,108.00853088423818,Credit Card,Wanita,5,1,Menikah,0,14.30886280069061,163.2169279105494,1
50698,10.0,Komputer,1,8.328596425487213,COD,Wanita,3,1,Single,1,1.7409078993765148,368.5803276621752,0
50699,5.0,Komputer,1,32.55926527011901,Debit Card,Wanita,4,1,Single,0,13.82173483814428,194.8737846189056,0
50700,10.0,Komputer,3,8.72475084423943,UPI,Wanita,1,2,Cerai,1,14.393473312317017,300.0636025130177,0
50701,10.0,HP,2,43.62200100952134,Credit Card,Wanita,1,4,Single,0,5.358496983574391,420.2038583182752,0
50702,10.0,Smartphone,1,64.09465045702623,Debit Card,Wanita,4,5,Menikah,0,11.775727102609418,295.4344210223276,0
50703,10.0,Komputer,3,96.61415993674088,UPI,Pria,2,3,Menikah,0,11.486037796841284,422.192677324764,1
50704,5.0,Smartphone,1,43.86787830403116,Credit Card,Wanita,1,3,Single,1,15.57190372551509,270.5339621761384,1
50705,10.0,HP,1,86.13135283740843,Debit Card,Pria,4,5,Single,0,6.49035246684801,499.7411719480132,1
50706,30.0,Komputer,1,26.56301256868274,COD,Pria,1,2,Cerai,0,14.543710448704845,274.33129368808403,0
50707,10.0,Smartphone,3,91.31882252557452,Credit Card,Pria,2,3,Cerai,1,6.02380106592357,159.75179145513056,0
50708,30.0,HP,2,32.13960967956232,UPI,Wanita,3,1,Menikah,1,11.161131805097666,260.7478062596996,1
50709,5.0,Smartphone,2,21.507646933533312,Debit Card,Wanita,2,3,Cerai,0,3.0676424834326754,397.03727385689206,0
50710,20.0,Komputer,2,26.322017793016244,Credit Card,Wanita,5,5,Single,0,0.9325136965369546,439.1751031034514,0
50711,20.0,Komputer,1,25.93725982141337,Credit Card,Wanita,4,1,Menikah,0,8.014682649793347,284.04131967050495,1
50712,10.0,HP,3,63.97923112835398,Credit Card,Wanita,2,3,Cerai,0,6.864293766243537,337.79073642337585,0
50713,10.0,HP,1,102.1517218366368,Debit Card,Wanita,3,5,Menikah,0,10.173397800783668,437.9560271305161,1
50714,10.0,HP,2,14.154583854138147,Credit Card,Wanita,1,2,Single,0,24.04956550000849,425.4184719993279,0
50715,10.0,Smartphone,2,86.2999766267436,UPI,Wanita,4,5,Cerai,0,13.05573236925821,363.0895621444531,0
50716,30.0,Smartphone,3,80.24984286007863,Debit Card,Wanita,2,2,Single,0,13.829417653418911,426.010841700342,1
50717,30.0,Smartphone,1,105.33979446037668,UPI,Wanita,3,1,Single,0,23.540025969684358,330.3643033474548,0
50718,30.0,HP,2,33.07696945829433,Credit Card,Pria,2,5,Menikah,0,23.028678439795826,101.85926757011224,0
50719,5.0,Komputer,3,56.762633748778406,UPI,Wanita,5,4,Menikah,0,22.10279884751045,116.50671376088928,0
50720,20.0,Komputer,1,111.4701480610045,Credit Card,Wanita,4,4,Menikah,0,2.449868550742826,491.9233596952732,0
50721,30.0,Smartphone,1,80.89924676556147,COD,Wanita,1,4,Cerai,0,15.85743526300826,157.99681680108208,0
50722,5.0,Smartphone,2,49.70836747908365,Credit Card,Pria,3,4,Cerai,0,20.202474512337798,261.8065635293852,1
50723,10.0,Komputer,2,20.112424028355875,UPI,Wanita,2,4,Menikah,0,20.88936723942737,473.5245100039872,0
50724,20.0,Komputer,1,35.18577590856797,Debit Card,Wanita,4,2,Cerai,0,14.447678562547402,178.01579389321978,0
50725,10.0,Smartphone,1,71.83977991127908,Credit Card,Pria,2,5,Cerai,0,0.4373886871542276,437.5165377866003,0
50726,30.0,Smartphone,2,87.58931396945908,COD,Wanita,4,1,Menikah,0,24.342822541043372,427.3070272638362,0
50727,5.0,Komputer,1,19.30851698796775,Debit Card,Pria,5,4,Single,0,11.804917568953035,494.5318618205359,0
50728,20.0,HP,2,73.95368490506621,Debit Card,Pria,2,4,Cerai,0,9.839897381839954,212.6727334592673,1
50729,5.0,Smartphone,1,68.29039706645636,Credit Card,Pria,5,1,Cerai,1,9.873717841931576,226.1301421520584,1
50730,5.0,Komputer,2,64.10487636943142,UPI,Pria,3,1,Single,0,10.603772001456663,461.1512004231146,0
50731,5.0,Komputer,3,84.36415853343091,Credit Card,Wanita,5,4,Single,0,6.054517954318825,193.63162368091184,0
50732,30.0,Komputer,2,101.3067034345981,UPI,Pria,4,2,Single,0,8.183340643745746,319.1603827948436,0
50733,20.0,Komputer,2,42.14381356533986,Credit Card,Pria,3,1,Menikah,1,24.63394024436848,382.9379836764225,0
50734,10.0,HP,3,107.23640186276032,Debit Card,Wanita,2,5,Single,0,9.204200006402354,208.75369810515429,0
50735,10.0,Komputer,1,23.47286545113333,Credit Card,Wanita,2,5,Menikah,0,13.168125411844724,475.36517817790354,1
50736,30.0,Smartphone,3,24.8977450213839,UPI,Wanita,4,2,Single,0,21.20735664938046,366.2790192295681,0
50737,10.0,HP,2,35.678787316751254,COD,Pria,1,3,Single,0,13.185695277721589,118.85572330793002,0
50738,30.0,Komputer,1,18.74604999791395,COD,Wanita,1,2,Menikah,0,8.11133554045419,154.29501250436556,1
50739,10.0,HP,3,31.48671083853092,Debit Card,Pria,2,4,Menikah,0,13.093774422963254,176.31262803662543,0
50740,10.0,Smartphone,1,17.23735273382713,Credit Card,Pria,4,3,Single,1,2.852157760977436,197.98294559737988,0
50741,10.0,Komputer,1,99.5015279533199,Credit Card,Wanita,1,4,Single,1,3.250173880819246,392.2709480117746,0
50742,10.0,Smartphone,3,20.981434066961828,Debit Card,Wanita,5,5,Single,0,17.352688305766723,135.57409790218725,1
50743,20.0,Komputer,1,90.93921911938354,COD,Wanita,2,1,Cerai,1,22.936516431493644,240.2378689104538,0
50744,10.0,Komputer,3,10.51009481003338,COD,Wanita,5,4,Single,0,18.14195333721296,464.55332933120064,0
50745,5.0,Komputer,2,114.07983766410024,Credit Card,Wanita,4,5,Menikah,0,1.8653310164339296,322.6670745348016,0
50746,30.0,Komputer,1,86.7834100656931,UPI,Wanita,5,2,Cerai,0,10.072390275775142,206.1986255354143,1
50747,10.0,Komputer,2,5.781603087402855,Credit Card,Pria,1,4,Menikah,0,0.0638397067015933,482.822518592124,0
